source_dataset,campaign,channel,device,ad_type,age,gender,city,campaign_numeric_id,ad_numeric_id,interest,month,weekday,ctr_prior,cvr_prior,paid_performance_score,cpm
facebook_kag_conversion,916,unknown,unknown,unknown,45-49,M,unknown,916.0,710045.0,16.0,0.0,0.0,0.0,0.0,56.32116004296456,0.33499915657292906
facebook_kag_conversion,916,unknown,unknown,unknown,45-49,M,unknown,916.0,710088.0,24.0,0.0,0.0,0.0,0.0,51.73469387755102,0.6438896316250547
facebook_kag_conversion,916,unknown,unknown,unknown,45-49,M,unknown,916.0,710360.0,21.0,0.0,0.0,0.0,0.0,67.8141783029001,0.7011915540788267
facebook_kag_conversion,916,unknown,unknown,unknown,30-34,F,unknown,916.0,710480.0,16.0,0.0,0.0,0.0,0.0,69.87110633727175,0.31336165247550507
facebook_kag_conversion,916,unknown,unknown,unknown,30-34,F,unknown,916.0,710571.0,32.0,0.0,0.0,0.0,0.0,62.6906552094522,0.5208670378518279
facebook_kag_conversion,916,unknown,unknown,unknown,30-34,F,unknown,916.0,710617.0,15.0,0.0,0.0,0.0,0.0,57.70676691729324,0.2373354720781811
facebook_kag_conversion,916,unknown,unknown,unknown,30-34,F,unknown,916.0,710623.0,16.0,0.0,0.0,0.0,0.0,53.45864661654136,0.23808294858751225
facebook_kag_conversion,916,unknown,unknown,unknown,30-34,F,unknown,916.0,710763.0,15.0,0.0,0.0,0.0,0.0,42.7389903329753,0.2812441776867201
facebook_kag_conversion,916,unknown,unknown,unknown,30-34,F,unknown,916.0,710836.0,29.0,0.0,0.0,0.0,0.0,71.11707841031148,0.4243733435488952
facebook_kag_conversion,916,unknown,unknown,unknown,30-34,F,unknown,916.0,710880.0,65.0,0.0,0.0,0.0,0.0,54.90870032223416,0.5346032750595284
facebook_kag_conversion,916,unknown,unknown,unknown,35-39,F,unknown,916.0,710961.0,25.0,0.0,0.0,0.0,0.0,59.20515574650912,0.4864433927432217
facebook_kag_conversion,916,unknown,unknown,unknown,35-39,F,unknown,916.0,710968.0,27.0,0.0,0.0,0.0,0.0,71.51450053705693,0.47748975989085946
facebook_kag_conversion,916,unknown,unknown,unknown,35-39,F,unknown,916.0,711217.0,20.0,0.0,0.0,0.0,0.0,45.39205155746509,0.574919160618038
facebook_kag_conversion,916,unknown,unknown,unknown,40-44,F,unknown,916.0,711623.0,15.0,0.0,0.0,0.0,0.0,80.10204081632654,0.2964323176810073
facebook_kag_conversion,916,unknown,unknown,unknown,45-49,F,unknown,916.0,711764.0,10.0,0.0,0.0,0.0,0.0,69.01181525241677,0.5116528278417716
facebook_kag_conversion,916,unknown,unknown,unknown,45-49,F,unknown,916.0,711877.0,63.0,0.0,0.0,0.0,0.0,57.180451127819545,0.5338037784543592
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,734210.0,10.0,0.0,0.0,0.0,0.0,69.30719656283567,0.4223872754895341
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,734215.0,15.0,0.0,0.0,0.0,0.0,55.92373791621912,0.28113332110696243
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,734290.0,29.0,0.0,0.0,0.0,0.0,59.25886143931256,0.1935243695571269
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,734352.0,10.0,0.0,0.0,0.0,0.0,65.9828141783029,0.33009270585575406
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,734361.0,16.0,0.0,0.0,0.0,0.0,64.83351235230936,0.2293652006137942
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,734381.0,20.0,0.0,0.0,0.0,0.0,74.92481203007519,0.4594962641252553
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,734421.0,27.0,0.0,0.0,0.0,0.0,52.94307196562835,0.556523422377081
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,734427.0,28.0,0.0,0.0,0.0,0.0,57.39527389903329,0.48189853723211046
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,734433.0,29.0,0.0,0.0,0.0,0.0,46.670247046186894,0.36601414114163516
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,734582.0,29.0,0.0,0.0,0.0,0.0,71.08485499462944,0.1712284410429368
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,734726.0,29.0,0.0,0.0,0.0,0.0,54.96777658431793,0.3907892253965221
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734785.0,10.0,0.0,0.0,0.0,0.0,60.059076262083785,0.2743902387015782
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734796.0,16.0,0.0,0.0,0.0,0.0,62.207303974221276,0.2549762333172331
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734852.0,26.0,0.0,0.0,0.0,0.0,49.8764769065521,0.3153052897099191
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734854.0,27.0,0.0,0.0,0.0,0.0,58.10955961331901,0.3558275809336747
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734856.0,27.0,0.0,0.0,0.0,0.0,68.5499462943072,0.2549055540069686
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734866.0,29.0,0.0,0.0,0.0,0.0,47.65843179377014,0.37617555341862235
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734881.0,31.0,0.0,0.0,0.0,0.0,60.26047261009667,0.3686311462784691
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,734903.0,64.0,0.0,0.0,0.0,0.0,73.37271750805586,0.24234453541236145
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,734925.0,10.0,0.0,0.0,0.0,0.0,67.96455424274973,0.2806528596735669
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,734939.0,16.0,0.0,0.0,0.0,0.0,65.98549946294308,0.31849629271462426
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,734968.0,22.0,0.0,0.0,0.0,0.0,77.34425349087003,0.3927563608889934
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,734999.0,27.0,0.0,0.0,0.0,0.0,56.04726100966702,0.3970015323765843
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,735014.0,29.0,0.0,0.0,0.0,0.0,73.60902255639098,0.4200596660485367
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,735140.0,26.0,0.0,0.0,0.0,0.0,60.24167561761546,0.34023453945272913
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,735143.0,27.0,0.0,0.0,0.0,0.0,49.66702470461869,0.49519660740361204
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,735184.0,63.0,0.0,0.0,0.0,0.0,47.964554242749735,0.32864914959202174
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,735189.0,64.0,0.0,0.0,0.0,0.0,55.77336197636949,0.4064224859006522
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,735213.0,10.0,0.0,0.0,0.0,0.0,51.756176154672396,0.44789091696770517
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,735220.0,15.0,0.0,0.0,0.0,0.0,44.99999999999999,0.4488724320020657
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,735247.0,20.0,0.0,0.0,0.0,0.0,51.76691729323307,0.6165392412148417
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,735289.0,27.0,0.0,0.0,0.0,0.0,50.45381310418905,0.44789312867105396
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,735290.0,27.0,0.0,0.0,0.0,0.0,45.96670247046187,0.512484659025788
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,735298.0,29.0,0.0,0.0,0.0,0.0,65.23630504833513,0.4523954478293448
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,736869.0,2.0,0.0,0.0,0.0,0.0,79.38238453276047,0.1026518370402053
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,736988.0,28.0,0.0,0.0,0.0,0.0,62.35230934479055,0.2801336502184528
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,737130.0,16.0,0.0,0.0,0.0,0.0,52.45972073039742,0.23930708697205108
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,737320.0,63.0,0.0,0.0,0.0,0.0,49.05477980665951,0.5303030285412262
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,737524.0,30.0,0.0,0.0,0.0,0.0,65.84317937701397,0.7355679902234636
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,737644.0,16.0,0.0,0.0,0.0,0.0,50.343716433941985,0.3096848179555516
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,737657.0,18.0,0.0,0.0,0.0,0.0,67.23952738990333,0.3878042384327361
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,737658.0,18.0,0.0,0.0,0.0,0.0,39.65091299677766,0.3232364368774141
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,737896.0,16.0,0.0,0.0,0.0,0.0,41.004296455424274,0.2614937704665869
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,737931.0,20.0,0.0,0.0,0.0,0.0,74.30719656283567,0.16153156476218963
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,738006.0,27.0,0.0,0.0,0.0,0.0,45.00000000000001,0.38601036528497407
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,738307.0,31.0,0.0,0.0,0.0,0.0,85.36519871106339,0.2857142903654485
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,738389.0,10.0,0.0,0.0,0.0,0.0,74.24274973147155,0.3976958184705144
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,738408.0,16.0,0.0,0.0,0.0,0.0,49.78517722878625,0.2762813301537093
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,738413.0,16.0,0.0,0.0,0.0,0.0,49.43340494092374,0.3952187799590919
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,738423.0,18.0,0.0,0.0,0.0,0.0,62.83029001074114,0.49021416959010333
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,738436.0,19.0,0.0,0.0,0.0,0.0,72.85177228786252,0.599209837357331
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,738582.0,10.0,0.0,0.0,0.0,0.0,69.51396348012888,0.43726976879739976
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,738592.0,16.0,0.0,0.0,0.0,0.0,50.451127819548866,0.3571739510875398
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,738593.0,16.0,0.0,0.0,0.0,0.0,68.56874328678839,0.37375966417058837
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,738598.0,18.0,0.0,0.0,0.0,0.0,71.04726100966703,0.42374189641864773
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,738648.0,26.0,0.0,0.0,0.0,0.0,64.90064446831363,0.46781888801872357
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,747212.0,10.0,0.0,0.0,0.0,0.0,43.42642320085929,0.4425638258879024
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,747222.0,16.0,0.0,0.0,0.0,0.0,56.91192266380236,0.15693810857554646
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,747223.0,16.0,0.0,0.0,0.0,0.0,51.85284640171859,0.07470119820717132
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,747362.0,15.0,0.0,0.0,0.0,0.0,77.79806659505908,0.24962013805079225
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,747369.0,16.0,0.0,0.0,0.0,0.0,54.06552094522019,0.23811307128416323
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,747401.0,22.0,0.0,0.0,0.0,0.0,81.94414607948441,0.35087719978517723
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,747489.0,2.0,0.0,0.0,0.0,0.0,81.72932330827068,0.36852590861553786
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,747514.0,16.0,0.0,0.0,0.0,0.0,78.47207303974221,0.19807316162500843
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,747645.0,10.0,0.0,0.0,0.0,0.0,63.62781954887219,0.47550134628902213
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,747659.0,16.0,0.0,0.0,0.0,0.0,52.03544575725027,0.2191038861808633
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,747791.0,10.0,0.0,0.0,0.0,0.0,69.23737916219117,0.3491224320708438
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,747795.0,15.0,0.0,0.0,0.0,0.0,76.69172932330828,0.28061829904875146
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,747798.0,16.0,0.0,0.0,0.0,0.0,45.182599355531686,0.28395920812084685
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,747828.0,22.0,0.0,0.0,0.0,0.0,64.52738990332976,0.32785734460123567
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,747852.0,26.0,0.0,0.0,0.0,0.0,46.28893662728248,0.45625122318783323
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,747859.0,27.0,0.0,0.0,0.0,0.0,35.95596133190118,0.37657274499379767
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,747991.0,25.0,0.0,0.0,0.0,0.0,59.39312567132116,0.4971240912078883
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,748000.0,26.0,0.0,0.0,0.0,0.0,49.60257787325456,0.4479878584662111
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,748007.0,27.0,0.0,0.0,0.0,0.0,47.733619763694946,0.3659976415781188
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,F,unknown,936.0,748014.0,29.0,0.0,0.0,0.0,0.0,60.6015037593985,0.3979609916830621
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,748086.0,16.0,0.0,0.0,0.0,0.0,38.829215896885074,0.38298122219943154
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,748087.0,16.0,0.0,0.0,0.0,0.0,42.69602577873254,0.3682209892757755
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,748089.0,16.0,0.0,0.0,0.0,0.0,58.28141783029002,0.27993497432854303
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,748091.0,16.0,0.0,0.0,0.0,0.0,72.95381310418905,0.2890699918504315
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748225.0,15.0,0.0,0.0,0.0,0.0,37.78732545649838,0.47629287893774863
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748230.0,16.0,0.0,0.0,0.0,0.0,67.96992481203009,0.33039830737885595
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748231.0,16.0,0.0,0.0,0.0,0.0,57.85177228786252,0.29173612387870124
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748233.0,16.0,0.0,0.0,0.0,0.0,51.53061224489795,0.33741590611367595
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748235.0,16.0,0.0,0.0,0.0,0.0,41.659505907626205,0.3839524789911875
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748294.0,27.0,0.0,0.0,0.0,0.0,36.45542427497314,0.5786760393349994
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748295.0,27.0,0.0,0.0,0.0,0.0,37.8625134264232,0.6536796495670996
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,748303.0,29.0,0.0,0.0,0.0,0.0,60.2094522019334,0.3075525416558526
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776322.0,16.0,0.0,0.0,0.0,0.0,44.80128893662727,0.44699024457640074
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776323.0,16.0,0.0,0.0,0.0,0.0,42.11063372717508,0.36133147096227214
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776325.0,16.0,0.0,0.0,0.0,0.0,42.2610096670247,0.398366043174373
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776334.0,10.0,0.0,0.0,0.0,0.0,41.76691729323308,0.3995858268095365
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776336.0,10.0,0.0,0.0,0.0,0.0,43.22771213748658,0.4298703615412316
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776338.0,10.0,0.0,0.0,0.0,0.0,38.5016111707841,0.3731544175933404
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,F,unknown,936.0,776353.0,63.0,0.0,0.0,0.0,0.0,41.412459720730396,0.48514097028194053
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776373.0,25.0,0.0,0.0,0.0,0.0,76.40708915145005,0.45026486492054146
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776405.0,21.0,0.0,0.0,0.0,0.0,45.59076262083781,0.6444699200019937
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776416.0,19.0,0.0,0.0,0.0,0.0,92.29860365198711,0.13391637332604536
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776464.0,29.0,0.0,0.0,0.0,0.0,50.69817400644469,0.2225165494039735
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776469.0,28.0,0.0,0.0,0.0,0.0,55.45381310418903,0.5599488812036036
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776473.0,16.0,0.0,0.0,0.0,0.0,48.517722878625136,0.143376941089838
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776475.0,16.0,0.0,0.0,0.0,0.0,33.66809881847476,0.09436833802130898
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776476.0,16.0,0.0,0.0,0.0,0.0,48.65198711063373,0.12432580532955481
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776489.0,26.0,0.0,0.0,0.0,0.0,49.044038668098814,0.4653085305805951
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776515.0,65.0,0.0,0.0,0.0,0.0,54.78249194414608,0.392727836455218
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776519.0,65.0,0.0,0.0,0.0,0.0,43.856068743286784,0.4485021611835592
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776533.0,63.0,0.0,0.0,0.0,0.0,41.48764769065521,0.39920535079074565
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,F,unknown,936.0,776534.0,63.0,0.0,0.0,0.0,0.0,48.53383458646616,0.28202581860311154
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,776538.0,15.0,0.0,0.0,0.0,0.0,27.03544575725027,0.20857078219740144
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,776551.0,16.0,0.0,0.0,0.0,0.0,41.047261009667025,0.09613389487516427
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,776552.0,16.0,0.0,0.0,0.0,0.0,41.07411385606874,0.1301166856362289
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,776553.0,16.0,0.0,0.0,0.0,0.0,44.46294307196563,0.16550587448513443
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,F,unknown,936.0,776579.0,10.0,0.0,0.0,0.0,0.0,46.525241675617615,0.2686733474916388
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,776615.0,63.0,0.0,0.0,0.0,0.0,50.73039742212675,0.356189511344678
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,776623.0,64.0,0.0,0.0,0.0,0.0,60.40816326530612,0.48984653025370745
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,776631.0,29.0,0.0,0.0,0.0,0.0,46.54135338345864,0.26368614096715326
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776643.0,15.0,0.0,0.0,0.0,0.0,47.3952738990333,0.31560716879161566
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776644.0,15.0,0.0,0.0,0.0,0.0,50.14500537056927,0.15933874660160335
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776661.0,16.0,0.0,0.0,0.0,0.0,45.65520945220193,0.06271822248803828
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776662.0,16.0,0.0,0.0,0.0,0.0,39.85499462943072,0.16142139498374705
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776663.0,16.0,0.0,0.0,0.0,0.0,64.74758324382385,0.0361835836348632
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,776668.0,19.0,0.0,0.0,0.0,0.0,56.24060150375939,0.5137666599489071
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,776686.0,16.0,0.0,0.0,0.0,0.0,31.181525241675622,0.1774546973649046
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776696.0,10.0,0.0,0.0,0.0,0.0,68.19011815252416,0.14812954406226464
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776698.0,10.0,0.0,0.0,0.0,0.0,58.02094522019334,0.3699648039890497
facebook_kag_conversion,936,unknown,unknown,unknown,30-34,M,unknown,936.0,776699.0,10.0,0.0,0.0,0.0,0.0,63.50698174006445,0.1680262991598685
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,776725.0,23.0,0.0,0.0,0.0,0.0,58.75402792696026,0.5082694594594596
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,776780.0,2.0,0.0,0.0,0.0,0.0,49.46831364124598,0.8001049192025182
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,776799.0,20.0,0.0,0.0,0.0,0.0,76.83941997851772,0.34902992336940625
facebook_kag_conversion,936,unknown,unknown,unknown,40-44,M,unknown,936.0,776817.0,10.0,0.0,0.0,0.0,0.0,45.73039742212674,0.5082550963904175
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,776825.0,18.0,0.0,0.0,0.0,0.0,50.12352309344791,0.16329285263157894
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,776829.0,16.0,0.0,0.0,0.0,0.0,36.31578947368421,0.3328384424474296
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,776831.0,16.0,0.0,0.0,0.0,0.0,33.88292158968851,0.32180600181272834
facebook_kag_conversion,936,unknown,unknown,unknown,35-39,M,unknown,936.0,776840.0,36.0,0.0,0.0,0.0,0.0,57.996777658431796,0.46120842402574186
facebook_kag_conversion,936,unknown,unknown,unknown,45-49,M,unknown,936.0,776861.0,7.0,0.0,0.0,0.0,0.0,48.06122448979591,0.5601117665998421
